LAB;EXP;Date of MTT assay;Culture ID;Plate ID;Passage ID;Animal Pool ID;ID LAB;Experimental Group;Group;Exclude?;Optical Density (a.u.)
LAB13;MTT87;27/04/23;NA;PL5;P28+8;NA;;NOR;Group2;;0,323
LAB13;MTT87;27/04/23;NA;PL5;P28+8;NA;;NOR;Group2;;0,361
LAB13;MTT87;27/04/23;NA;PL5;P28+8;NA;;NOR;Group2;;0,369
LAB13;MTT87;27/04/23;NA;PL5;P28+8;NA;;NOR;Group2;;0,267
LAB13;MTT87;27/04/23;NA;PL5;P28+8;NA;;POSIT;Positive_Control;;0,053
LAB13;MTT87;27/04/23;NA;PL5;P28+8;NA;;POSIT;Positive_Control;;0,052
LAB13;MTT87;27/04/23;NA;PL5;P28+8;NA;;POSIT;Positive_Control;;0,051
LAB13;MTT87;27/04/23;NA;PL5;P28+8;NA;;POSIT;Positive_Control;;0,051
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;BLK1;;;0,052
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;BLK1;;;0,051
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;BLK1;;;0,051
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;BLK1;;;0,051
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;CTL;;;0,186
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;CTL;;;0,176
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;CTL;;;0,18
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;CTL;;;0,146
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;BLK2;Group1_blank;;0,051
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;BLK2;Group1_blank;;0,052
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;BLK2;Group1_blank;;0,051
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;BLK2;Group1_blank;;0,051
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;VEÍ;Group1;;0,176
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;VEÍ;Group1;;0,213
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;VEÍ;Group1;;0,179
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;VEÍ;Group1;;0,19
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;BLK3;Group2_blank;;0,056
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;BLK3;Group2_blank;;0,053
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;BLK3;Group2_blank;;0,052
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;BLK3;Group2_blank;;0,052
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;NOR;Group2;;0,199
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;NOR;Group2;;0,171
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;NOR;Group2;;0,194
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;NOR;Group2;;0,147
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;POSIT;Positive_Control;;0,052
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;POSIT;Positive_Control;;0,053
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;POSIT;Positive_Control;;0,053
LAB13;MTT87;27/04/23;NA;PL6;P28+9;NA;;POSIT;Positive_Control;;0,052
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;BLK1;;;0,051
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;BLK1;;;0,051
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;BLK1;;;0,051
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;BLK1;;;0,05
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;CTL;;;0,277
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;CTL;;;0,298
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;CTL;;;0,297
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;CTL;;;0,239
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;BLK2;Group1_blank;;0,051
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;BLK2;Group1_blank;;0,051
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;BLK2;Group1_blank;;0,05
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;BLK2;Group1_blank;;0,06
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;VEÍ;Group1;;0,29
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;VEÍ;Group1;;0,409
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;VEÍ;Group1;;0,289
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;VEÍ;Group1;;0,165
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;BLK3;Group2_blank;;0,052
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;BLK3;Group2_blank;;0,056
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;BLK3;Group2_blank;;0,052
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;BLK3;Group2_blank;;0,053
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;NOR;Group2;;0,307
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;NOR;Group2;;0,311
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;NOR;Group2;;0,318
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;NOR;Group2;;0,235
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;POSIT;Positive_Control;;0,055
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;POSIT;Positive_Control;;0,055
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;POSIT;Positive_Control;;0,053
LAB13;MTT87;27/04/23;NA;PL7;P28+8;NA;;POSIT;Positive_Control;;0,054
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;BLK1;;;0,064
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;BLK1;;;0,063
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;BLK1;;;0,066
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;BLK1;;;0,071
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;CTL;;;0,685
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;CTL;;;0,743
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;CTL;;;0,672
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;CTL;;;0,664
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;BLK2;Group1_blank;;0,061
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;BLK2;Group1_blank;;0,067
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;BLK2;Group1_blank;;0,07
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;BLK2;Group1_blank;;0,068
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;VEÍ;Group1;;0,648
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;VEÍ;Group1;;0,724
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;VEÍ;Group1;;0,642
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;VEÍ;Group1;;0,365
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;BLK3;Group2_blank;;0,071
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;BLK3;Group2_blank;;0,07
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;BLK3;Group2_blank;;0,067
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;BLK3;Group2_blank;;0,07
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;NOR;Group2;;0,709
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;NOR;Group2;;0,675
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;NOR;Group2;;0,827
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;NOR;Group2;;0,606
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;POSIT;Positive_Control;;0,085
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;POSIT;Positive_Control;;0,075
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;POSIT;Positive_Control;;0,072
LAB13;MTT87;05/04/23;NA;PL8;P28+10;NA;;POSIT;Positive_Control;;0,065
LAB18;MTT18;25/08/21;NA;Plate 1;4;NA;;Control(+);Positive_Control;;0,54
LAB18;MTT18;25/08/21;NA;Plate 1;4;NA;;Control(+);Positive_Control;;0,543
LAB18;MTT18;30/08/21;NA;Plate 2;5;NA;;Control(+);Positive_Control;;0,531
LAB18;MTT18;30/08/21;NA;Plate 2;5;NA;;Control(+);Positive_Control;;0,461
LAB18;MTT18;04/09/21;NA;Plate 3;6;NA;;Control(+);Positive_Control;;0,459
LAB18;MTT18;04/09/21;NA;Plate 3;6;NA;;Control(+);Positive_Control;;0,443
LAB18;MTT18;09/09/21;NA;Plate 4;7;NA;;Control(+);Positive_Control;;0,434
LAB18;MTT18;09/09/21;NA;Plate 4;7;NA;;Control(+);Positive_Control;;0,436
LAB18;MTT18;14/09/21;NA;Plate 5;8;NA;;Control(+);Positive_Control;;0,487
LAB18;MTT18;14/09/21;NA;Plate 5;8;NA;;Control(+);Positive_Control;;0,465
LAB18;MTT18;25/08/21;NA;Plate 1;4;NA;;Control(+) ;Positive_Control;;0,547
LAB18;MTT18;30/08/21;NA;Plate 2;5;NA;;Control(+) ;Positive_Control;;0,58
LAB18;MTT18;04/09/21;NA;Plate 3;6;NA;;Control(+) ;Positive_Control;;0,471
LAB18;MTT18;09/09/21;NA;Plate 4;7;NA;;Control(+) ;Positive_Control;;0,435
LAB18;MTT18;14/09/21;NA;Plate 5;8;NA;;Control(+) ;Positive_Control;;0,494
LAB18;MTT18;25/08/21;NA;Plate 1;4;NA;;Control(+) Blank;;;0,52
LAB18;MTT18;25/08/21;NA;Plate 1;4;NA;;Control(+) Blank;;;0,542
LAB18;MTT18;25/08/21;NA;Plate 1;4;NA;;Control(+) Blank;;;0,538
LAB18;MTT18;30/08/21;NA;Plate 2;5;NA;;Control(+) Blank;;;0,499
LAB18;MTT18;30/08/21;NA;Plate 2;5;NA;;Control(+) Blank;;;0,466
LAB18;MTT18;30/08/21;NA;Plate 2;5;NA;;Control(+) Blank;;;0,572
LAB18;MTT18;04/09/21;NA;Plate 3;6;NA;;Control(+) Blank;;;0,452
LAB18;MTT18;04/09/21;NA;Plate 3;6;NA;;Control(+) Blank;;;0,466
LAB18;MTT18;04/09/21;NA;Plate 3;6;NA;;Control(+) Blank;;;0,458
LAB18;MTT18;09/09/21;NA;Plate 4;7;NA;;Control(+) Blank;;;0,408
LAB18;MTT18;09/09/21;NA;Plate 4;7;NA;;Control(+) Blank;;;0,44
LAB18;MTT18;09/09/21;NA;Plate 4;7;NA;;Control(+) Blank;;;0,441
LAB18;MTT18;14/09/21;NA;Plate 5;8;NA;;Control(+) Blank;;;0,464
LAB18;MTT18;14/09/21;NA;Plate 5;8;NA;;Control(+) Blank;;;0,489
LAB18;MTT18;14/09/21;NA;Plate 5;8;NA;;Control(+) Blank;;;0,429
LAB18;MTT18;25/08/21;NA;Plate 1;4;NA;;Ouabain;Group2;;0,71
LAB18;MTT18;25/08/21;NA;Plate 1;4;NA;;Ouabain;Group2;;0,648
LAB18;MTT18;25/08/21;NA;Plate 1;4;NA;;Ouabain;Group2;;0,663
LAB18;MTT18;30/08/21;NA;Plate 2;5;NA;;Ouabain;Group2;;0,786
LAB18;MTT18;30/08/21;NA;Plate 2;5;NA;;Ouabain;Group2;;0,785
LAB18;MTT18;30/08/21;NA;Plate 2;5;NA;;Ouabain;Group2;;0,726
LAB18;MTT18;04/09/21;NA;Plate 3;6;NA;;Ouabain;Group2;;0,612
LAB18;MTT18;04/09/21;NA;Plate 3;6;NA;;Ouabain;Group2;;0,555
LAB18;MTT18;04/09/21;NA;Plate 3;6;NA;;Ouabain;Group2;;0,541
LAB18;MTT18;09/09/21;NA;Plate 4;7;NA;;Ouabain;Group2;;0,839
LAB18;MTT18;09/09/21;NA;Plate 4;7;NA;;Ouabain;Group2;;0,835
LAB18;MTT18;09/09/21;NA;Plate 4;7;NA;;Ouabain;Group2;;0,808
LAB18;MTT18;14/09/21;NA;Plate 5;8;NA;;Ouabain;Group2;;0,681
LAB18;MTT18;14/09/21;NA;Plate 5;8;NA;;Ouabain;Group2;;0,764
LAB18;MTT18;14/09/21;NA;Plate 5;8;NA;;Ouabain;Group2;;0,66
LAB18;MTT18;25/08/21;NA;Plate 1;4;NA;;Ouabain Blank;Group2_blank;;0,517
LAB18;MTT18;25/08/21;NA;Plate 1;4;NA;;Ouabain Blank;Group2_blank;;0,539
LAB18;MTT18;25/08/21;NA;Plate 1;4;NA;;Ouabain Blank;Group2_blank;;0,539
LAB18;MTT18;30/08/21;NA;Plate 2;5;NA;;Ouabain Blank;Group2_blank;;0,432
LAB18;MTT18;30/08/21;NA;Plate 2;5;NA;;Ouabain Blank;Group2_blank;;0,399
LAB18;MTT18;30/08/21;NA;Plate 2;5;NA;;Ouabain Blank;Group2_blank;;0,459
LAB18;MTT18;04/09/21;NA;Plate 3;6;NA;;Ouabain Blank;Group2_blank;;0,426
LAB18;MTT18;04/09/21;NA;Plate 3;6;NA;;Ouabain Blank;Group2_blank;;0,433
LAB18;MTT18;04/09/21;NA;Plate 3;6;NA;;Ouabain Blank;Group2_blank;;0,435
LAB18;MTT18;09/09/21;NA;Plate 4;7;NA;;Ouabain Blank;Group2_blank;;0,425
LAB18;MTT18;09/09/21;NA;Plate 4;7;NA;;Ouabain Blank;Group2_blank;;0,465
LAB18;MTT18;09/09/21;NA;Plate 4;7;NA;;Ouabain Blank;Group2_blank;;0,428
LAB18;MTT18;14/09/21;NA;Plate 5;8;NA;;Ouabain Blank;Group2_blank;;0,436
LAB18;MTT18;14/09/21;NA;Plate 5;8;NA;;Ouabain Blank;Group2_blank;;0,415
LAB18;MTT18;14/09/21;NA;Plate 5;8;NA;;Ouabain Blank;Group2_blank;;0,417
LAB18;MTT18;25/08/21;NA;Plate 1;4;NA;;Vehicle;Group1;;0,666
LAB18;MTT18;25/08/21;NA;Plate 1;4;NA;;Vehicle;Group1;;0,705
LAB18;MTT18;25/08/21;NA;Plate 1;4;NA;;Vehicle;Group1;;0,701
LAB18;MTT18;30/08/21;NA;Plate 2;5;NA;;Vehicle;Group1;;1,008
LAB18;MTT18;30/08/21;NA;Plate 2;5;NA;;Vehicle;Group1;;1,028
LAB18;MTT18;30/08/21;NA;Plate 2;5;NA;;Vehicle;Group1;;0,976
LAB18;MTT18;04/09/21;NA;Plate 3;6;NA;;Vehicle;Group1;;0,64
LAB18;MTT18;04/09/21;NA;Plate 3;6;NA;;Vehicle;Group1;;0,831
LAB18;MTT18;04/09/21;NA;Plate 3;6;NA;;Vehicle;Group1;;0,798
LAB18;MTT18;09/09/21;NA;Plate 4;7;NA;;Vehicle;Group1;;1,095
LAB18;MTT18;09/09/21;NA;Plate 4;7;NA;;Vehicle;Group1;;1,19
LAB18;MTT18;09/09/21;NA;Plate 4;7;NA;;Vehicle;Group1;;0,938
LAB18;MTT18;14/09/21;NA;Plate 5;8;NA;;Vehicle;Group1;;0,836
LAB18;MTT18;14/09/21;NA;Plate 5;8;NA;;Vehicle;Group1;;0,877
LAB18;MTT18;14/09/21;NA;Plate 5;8;NA;;Vehicle;Group1;;0,785
LAB18;MTT18;25/08/21;NA;Plate 1;4;NA;;Vehicle Blank;Group1_blank;;0,484
LAB18;MTT18;25/08/21;NA;Plate 1;4;NA;;Vehicle Blank;Group1_blank;;0,497
LAB18;MTT18;25/08/21;NA;Plate 1;4;NA;;Vehicle Blank;Group1_blank;;0,499
LAB18;MTT18;30/08/21;NA;Plate 2;5;NA;;Vehicle Blank;Group1_blank;;0,47
LAB18;MTT18;30/08/21;NA;Plate 2;5;NA;;Vehicle Blank;Group1_blank;;0,513
LAB18;MTT18;30/08/21;NA;Plate 2;5;NA;;Vehicle Blank;Group1_blank;;0,475
LAB18;MTT18;04/09/21;NA;Plate 3;6;NA;;Vehicle Blank;Group1_blank;;0,408
LAB18;MTT18;04/09/21;NA;Plate 3;6;NA;;Vehicle Blank;Group1_blank;;0,441
LAB18;MTT18;04/09/21;NA;Plate 3;6;NA;;Vehicle Blank;Group1_blank;;0,467
LAB18;MTT18;09/09/21;NA;Plate 4;7;NA;;Vehicle Blank;Group1_blank;;0,425
LAB18;MTT18;09/09/21;NA;Plate 4;7;NA;;Vehicle Blank;Group1_blank;;0,448
LAB18;MTT18;09/09/21;NA;Plate 4;7;NA;;Vehicle Blank;Group1_blank;;0,454
LAB18;MTT18;14/09/21;NA;Plate 5;8;NA;;Vehicle Blank;Group1_blank;;0,386
LAB18;MTT18;14/09/21;NA;Plate 5;8;NA;;Vehicle Blank;Group1_blank;;0,389
LAB18;MTT18;14/09/21;NA;Plate 5;8;NA;;Vehicle Blank;Group1_blank;;0,462
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;Control;;Yes;1,362
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;Control;;Yes;1,371
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;Control;;Yes;1,555
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;Control;;;1,504
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;Control;;;1,573
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;Control;;;1,338
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;Control;;;1,286
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;Control;;;1,489
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;Control;;;1,485
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;Control;;;0,986
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;Control;;;1,037
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;Control;;;1,228
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;Control (+);Positive_Control;Yes;0,004
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;Control (+);Positive_Control;Yes;0,009
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;Control (+);Positive_Control;Yes;0,002
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;Control (+);Positive_Control;;0,005
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;Control (+);Positive_Control;;0,007
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;Control (+);Positive_Control;;0,008
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;Control (+);Positive_Control;;0,01
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;Control (+);Positive_Control;;0,01
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;Control (+);Positive_Control;;0,013
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;Control (+);Positive_Control;;0,011
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;Control (+);Positive_Control;;0,015
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;Control (+);Positive_Control;;0,021
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;Control (+) Blank;;Yes;0,007
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;Control (+) Blank;;Yes;0,003
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;Control (+) Blank;;Yes;0,001
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;Control (+) Blank;;;0,004
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;Control (+) Blank;;;0,005
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;Control (+) Blank;;;0,004
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;Control (+) Blank;;;0,002
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;Control (+) Blank;;;0,002
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;Control (+) Blank;;;0,004
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;Control (+) Blank;;;0,005
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;Control (+) Blank;;;0,004
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;Control (+) Blank;;;0,011
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;Control Blank;;Yes;0,004
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;Control Blank;;Yes;0,006
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;Control Blank;;Yes;0,005
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;Control Blank;;;0,003
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;Control Blank;;;0,005
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;Control Blank;;;0,004
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;Control Blank;;;0,016
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;Control Blank;;;0,004
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;Control Blank;;;0,004
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;Control Blank;;;0,003
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;Control Blank;;;0,005
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;Control Blank;;;0,007
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;NaSal;Group2;Yes;1,124
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;NaSal;Group2;Yes;1,078
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;NaSal;Group2;Yes;1,107
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;NaSal;Group2;;1,767
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;NaSal;Group2;;1,594
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;NaSal;Group2;;1,584
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;NaSal;Group2;;1,171
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;NaSal;Group2;;1,543
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;NaSal;Group2;;1,603
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;NaSal;Group2;;1,251
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;NaSal;Group2;;1,366
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;NaSal;Group2;;1,655
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;NaSal Blank;Group2_blank;Yes;0,017
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;NaSal Blank;Group2_blank;Yes;0,006
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;NaSal Blank;Group2_blank;Yes;0,006
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;NaSal Blank;Group2_blank;;0,005
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;NaSal Blank;Group2_blank;;0,004
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;NaSal Blank;Group2_blank;;0,004
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;NaSal Blank;Group2_blank;;0,004
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;NaSal Blank;Group2_blank;;0,005
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;NaSal Blank;Group2_blank;;0,005
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;NaSal Blank;Group2_blank;;0,004
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;NaSal Blank;Group2_blank;;0,005
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;NaSal Blank;Group2_blank;;0,006
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;Vehicle;Group1;Yes;1,316
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;Vehicle;Group1;Yes;1,276
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;Vehicle;Group1;Yes;1,373
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;Vehicle;Group1;;1,399
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;Vehicle;Group1;;1,229
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;Vehicle;Group1;;1,429
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;Vehicle;Group1;;1,261
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;Vehicle;Group1;;1,345
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;Vehicle;Group1;;1,397
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;Vehicle;Group1;;1,395
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;Vehicle;Group1;;1,564
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;Vehicle;Group1;;1,78
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;Vehicle Blank;Group1_blank;Yes;0,003
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;Vehicle Blank;Group1_blank;Yes;0,003
LAB18;MTT42;07/07/21;NA;Plate 0;3;NA;;Vehicle Blank;Group1_blank;Yes;0,005
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;Vehicle Blank;Group1_blank;;0,004
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;Vehicle Blank;Group1_blank;;0,003
LAB18;MTT42;10/07/21;NA;Plate 1;4;NA;;Vehicle Blank;Group1_blank;;0,004
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;Vehicle Blank;Group1_blank;;0,003
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;Vehicle Blank;Group1_blank;;0,003
LAB18;MTT42;13/07/21;NA;Plate 2;5;NA;;Vehicle Blank;Group1_blank;;0,004
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;Vehicle Blank;Group1_blank;;0,008
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;Vehicle Blank;Group1_blank;;0,004
LAB18;MTT42;16/07/21;NA;Plate 3;6;NA;;Vehicle Blank;Group1_blank;;0,006
LAB18;MTT86;06/07/22;NA;Plate 1;P4 - 355;NA;;Control Blank;;;0,33
LAB18;MTT86;06/07/22;NA;Plate 1;P4 - 355;NA;;Control Blank;;;0,288
LAB18;MTT86;06/07/22;NA;Plate 1;P4 - 355;NA;;Control Blank;;;0,305
LAB18;MTT86;06/07/22;NA;Plate 1;P4 - 355;NA;;Control;;;0,332
LAB18;MTT86;06/07/22;NA;Plate 1;P4 - 355;NA;;Control;;;0,296
LAB18;MTT86;06/07/22;NA;Plate 1;P4 - 355;NA;;Control;;;0,266
LAB18;MTT86;06/07/22;NA;Plate 1;P4 - 355;NA;;Vehicle Blank;;;0,308
LAB18;MTT86;06/07/22;NA;Plate 1;P4 - 355;NA;;Vehicle Blank;;;0,272
LAB18;MTT86;06/07/22;NA;Plate 1;P4 - 355;NA;;Vehicle Blank;;;0,308
LAB18;MTT86;06/07/22;NA;Plate 1;P4 - 355;NA;;Vehicle;;;0,291
LAB18;MTT86;06/07/22;NA;Plate 1;P4 - 355;NA;;Vehicle;;;0,284
LAB18;MTT86;06/07/22;NA;Plate 1;P4 - 355;NA;;Vehicle;;;0,262
LAB18;MTT86;06/07/22;NA;Plate 1;P4 - 355;NA;;ATP Blank;Group2_blank;;0,272
LAB18;MTT86;06/07/22;NA;Plate 1;P4 - 355;NA;;ATP Blank;Group2_blank;;0,278
LAB18;MTT86;06/07/22;NA;Plate 1;P4 - 355;NA;;ATP Blank;Group2_blank;;0,276
