LAB;EXP;Date of PCR;Plate ID;Experimental Unit LAB;Experimental Unit BRI;Animal ID;CT Gene of Interest;CT Control Gene I;CT Control Gene II;Band Density Gene of Interest;Band Density Control Gene;Exclude?;Experimental Group;Group;Efficiency of primer pair of interest;Efficiency of primer pair of control I;Efficiency of primer pair of control II
LAB9;PCR125;14/12/22;2;;6;9;;26,87;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;6;9;;26,55;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;6;9;30,65;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;6;9;30,17;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;6;9;30,19;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;6;9;;;20,65;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;6;9;;;20,39;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;6;9;;;20,52;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;4;10;;26,6;;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;4;10;;26,27;;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;4;10;;25,98;;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;4;10;30,49;;;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;4;10;30,26;;;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;4;10;30,28;;;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;4;10;;;20,16;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;4;10;;;20,07;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;4;10;;;20,32;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;5;11;;26,74;;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;5;11;;26,65;;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;5;11;;26,31;;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;5;11;30,43;;;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;5;11;30,02;;;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;5;11;30,08;;;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;5;11;;;19,62;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;5;11;;;19,47;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;5;11;;;19,52;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;7;12;;27,39;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;7;12;;27,45;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;7;12;;26,96;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;7;12;30,65;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;7;12;30,13;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;7;12;30;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;7;12;;;19,59;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;7;12;;;19,15;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;7;12;;;19,2;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;8;13;;24,52;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;8;13;;24,66;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;8;13;;24,45;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;8;13;28,88;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;8;13;28,58;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;8;13;28,56;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;8;13;;;19,98;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;8;13;;;19,76;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;8;13;;;19,91;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;9;14;;23,83;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;9;14;;22,77;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;9;14;;23,57;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;9;14;28,56;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;9;14;28,72;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;9;14;28,2;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;9;14;;;24,54;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;9;14;;;24,44;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;9;14;;;24,62;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;14/12/22;2;;6;15;;22,84;;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;6;15;;22,32;;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;6;15;;22,15;;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;6;15;27,25;;;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;6;15;27,7;;;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;6;15;27,01;;;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;6;15;;;20,84;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;6;15;;;20,81;;;;Controle;Group1;;;
LAB9;PCR125;14/12/22;2;;6;15;;;20,66;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;7;16;;19,13;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;7;16;;20,25;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;7;16;;19,4;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;7;16;24,24;;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;7;16;24,51;;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;7;16;24,48;;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;7;16;;;17,7;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;7;16;;;17,81;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;7;16;;;17,85;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;8;17;;21,56;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;8;17;;21,83;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;8;17;;21,27;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;8;17;25,54;;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;8;17;25,34;;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;8;17;25,61;;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;8;17;;;18,95;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;8;17;;;19,31;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;8;17;;;19,5;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;10;19;;18,39;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;16/12/22;3;;10;19;;17,95;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;16/12/22;3;;10;19;;17,78;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;16/12/22;3;;10;19;22,06;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;16/12/22;3;;10;19;22,16;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;16/12/22;3;;10;19;22,35;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;16/12/22;3;;10;19;;;15,81;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;16/12/22;3;;10;19;;;15,58;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;16/12/22;3;;10;19;;;15,75;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;16/12/22;3;;9;22;;18,06;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;9;22;;19,23;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;9;22;;19,78;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;9;22;22,89;;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;9;22;22,59;;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;9;22;22,9;;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;9;22;;;16,58;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;9;22;;;17,23;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;9;22;;;17,38;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;10;24;;18,27;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;10;24;;18,22;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;10;24;;18,03;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;10;24;21,94;;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;10;24;21,63;;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;10;24;21,77;;;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;10;24;;;15,94;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;10;24;;;15,98;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;10;24;;;16,13;;;;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;11;35;;18,06;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;16/12/22;3;;11;35;;16,7;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;16/12/22;3;;11;35;;17,52;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;16/12/22;3;;11;35;22;;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;16/12/22;3;;11;35;22,05;;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;16/12/22;3;;11;35;22,37;;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;16/12/22;3;;11;35;;;16,4;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;16/12/22;3;;11;35;;;15,84;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;16/12/22;3;;11;35;;;16,16;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;16/12/22;3;;11;40;;18,41;;;;yes;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;11;40;;18,86;;;;yes;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;11;40;;18,78;;;;yes;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;11;40;22,9;;;;;yes;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;11;40;23,04;;;;;yes;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;11;40;23,09;;;;;yes;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;11;40;;;16,61;;;yes;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;11;40;;;16,66;;;yes;Controle;Group1;;;
LAB9;PCR125;16/12/22;3;;11;40;;;16,67;;;yes;Controle;Group1;;;
LAB9;PCR125;19/12/22;4;;12;42;;16,74;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;12;42;;18,01;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;12;42;;16,87;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;12;42;22,77;;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;12;42;23,06;;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;12;42;23,21;;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;12;42;;;999999;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;12;42;;;999999;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;12;42;;;999999;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;13;43;;16,96;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;13;43;;16,64;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;13;43;;Undetermined;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;13;43;21,71;;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;13;43;21,52;;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;13;43;21,5;;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;13;43;;;14,99;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;13;43;;;15,27;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;13;43;;;14,91;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;14;44;;17,22;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;14;44;;Undetermined;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;14;44;;15,92;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;14;44;21,71;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;14;44;21,82;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;14;44;21,44;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;14;44;;;15,96;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;14;44;;;15,68;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;14;44;;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;15;45;;17,77;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;15;45;;Undetermined;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;15;45;;17,4;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;15;45;22,54;;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;15;45;22,8;;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;15;45;22,7;;;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;15;45;;;16,04;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;15;45;;;16,32;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;15;45;;;15,53;;;yes;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;16;46;;17,7;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;16;46;;16,11;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;16;46;;16,93;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;16;46;21,24;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;16;46;21,54;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;16;46;21,54;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;16;46;;;14,37;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;16;46;;;15,53;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;16;46;;;Undetermined;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;12;47;;Undetermined;;;;Yes;Controle;Group1;;;
LAB9;PCR125;19/12/22;4;;12;47;;17,05;;;;Yes;Controle;Group1;;;
LAB9;PCR125;19/12/22;4;;12;47;;16,21;;;;Yes;Controle;Group1;;;
LAB9;PCR125;19/12/22;4;;12;47;20,85;;;;;Yes;Controle;Group1;;;
LAB9;PCR125;19/12/22;4;;12;47;21,01;;;;;Yes;Controle;Group1;;;
LAB9;PCR125;19/12/22;4;;12;47;21,29;;;;;Yes;Controle;Group1;;;
LAB9;PCR125;19/12/22;4;;12;47;;;14,51;;;Yes;Controle;Group1;;;
LAB9;PCR125;19/12/22;4;;12;47;;;14,36;;;Yes;Controle;Group1;;;
LAB9;PCR125;19/12/22;4;;12;47;;;14,56;;;Yes;Controle;Group1;;;
LAB9;PCR125;19/12/22;4;;17;48;;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;17;48;;17,45;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;17;48;;17,31;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;17;48;22,8;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;17;48;Undetermined;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;17;48;22,02;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;17;48;;;13,54;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;17;48;;;Undetermined;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;19/12/22;4;;17;48;;;14,32;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;13;18;;20,84;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;13;18;;21,32;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;13;18;;20,94;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;13;18;25,94;;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;13;18;26;;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;13;18;25,87;;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;13;18;;;15,83;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;13;18;;;16,14;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;13;18;;;16,28;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;18;20;;20,04;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;18;20;;20,27;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;18;20;;20,07;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;18;20;24,71;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;18;20;24,6;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;18;20;24,75;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;18;20;;;15,76;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;18;20;;;15,89;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;18;20;;;15,76;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;19;21;;21,02;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;19;21;;20,54;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;19;21;;20,83;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;19;21;25,28;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;19;21;25,07;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;19;21;25,32;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;19;21;;;16,33;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;19;21;;;16,61;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;19;21;;;16,7;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;14;25;;22,27;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;14;25;;22,11;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;14;25;;21,69;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;14;25;26,2;;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;14;25;26,19;;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;14;25;26,2;;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;14;25;;;16,19;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;14;25;;;16,21;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;14;25;;;15,98;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;20;28;;21,98;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;20;28;;22,16;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;20;28;;21,56;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;20;28;25,93;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;20;28;26,15;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;20;28;26,18;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;20;28;;;14,83;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;20;28;;;16,36;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;20;28;;;16,28;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;5;;15;29;;22,32;;;;Yes;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;15;29;;21,5;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;15;29;;20,62;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;15;29;25,92;;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;15;29;25,68;;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;15;29;25,84;;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;15;29;;;16,06;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;15;29;;;16,1;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;5;;15;29;;;15,78;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;16;30;;20,55;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;16;30;;22,11;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;16;30;;21,29;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;16;30;25,99;;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;16;30;25,78;;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;16;30;25,71;;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;16;30;;;16,1;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;16;30;;;15,8;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;16;30;;;16,12;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;11;35;;17,59;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;11;35;;18,09;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;11;35;;17,43;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;11;35;22,11;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;11;35;22,02;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;11;35;22,19;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;11;35;;;16,3;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;11;35;;;16,3;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;11;35;;;16,65;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;11;40;;20,2;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;11;40;;19,09;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;11;40;;19,44;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;11;40;23,63;;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;11;40;23,53;;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;11;40;23,53;;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;11;40;;;16,44;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;11;40;;;16,4;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;11;40;;;16,51;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;13;43;;18,8;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;13;43;;18,65;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;13;43;;19,04;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;13;43;23,93;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;13;43;23,48;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;13;43;23,58;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;13;43;;;16,5;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;13;43;;;16,56;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;13;43;;;17,06;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;15;45;;19,24;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;15;45;;20,76;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;15;45;;19,93;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;15;45;24,57;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;15;45;24,67;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;15;45;24,38;;;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;15;45;;;16,93;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;15;45;;;16,85;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;15;45;;;16,9;;;;Acetato de chumbo;Group2;;;
LAB9;PCR125;21/12/22;6;;12;47;;21,62;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;12;47;;20,9;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;12;47;;20,44;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;12;47;25,34;;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;12;47;25,41;;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;12;47;25,31;;;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;12;47;;;15,33;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;12;47;;;15,07;;;;Controle;Group1;;;
LAB9;PCR125;21/12/22;6;;12;47;;;15,2;;;;Controle;Group1;;;
